time_utc,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2019-12-09,3.492,1.961,2.966,13.309,3.325,2.113,0.272,0.526,7.693,4.761,2.853,0.948,7.942,5.525,1.914,1.837,8.335,3.323,1.933,0.296,6.647,3.961,2.17,2.925,0.649,3.544,0.602,1.257,0.377,5.535,1.4,1.897,9.278,7.683,4.146,2.034,9.29,0.551,2.057,0.634,2.452,22.361,1.913,4.409,0.108,2.631,3.995,0.62,0.679
2019-12-10,3.611,2.228,2.89,13.91,3.472,1.997,0.231,0.523,7.859,4.674,3.25,0.995,9.734,6.448,2.111,2.09,8.563,3.005,1.764,0.287,7.355,4.695,2.733,3.043,0.635,3.252,0.632,1.34,0.369,5.016,1.465,1.941,8.688,8.302,4.419,2.128,9.043,0.538,1.981,0.666,2.723,23.243,1.999,4.259,0.101,2.713,4.638,0.623,0.693
2019-12-11,3.772,2.23,2.855,13.832,3.38,2.205,0.315,0.548,7.627,5.221,3.207,0.989,10.211,6.766,2.027,2.334,8.647,3.505,2.138,0.304,7.986,4.824,2.666,3.145,0.613,3.682,0.631,1.307,0.383,5.913,1.459,1.93,10.01,9.342,4.375,2.089,9.958,0.568,2.033,0.653,3.206,23.323,1.962,4.694,0.118,2.667,4.891,0.734,0.678
2019-12-12,3.812,2.211,2.875,13.566,3.373,2.334,0.354,0.565,7.748,5.399,3.005,0.957,9.537,6.547,1.896,2.274,8.698,3.771,2.322,0.314,7.929,4.282,2.472,3.167,0.612,4.002,0.606,1.254,0.393,6.463,1.476,1.945,10.768,9.281,4.328,2.053,10.414,0.59,2.163,0.632,3.131,23.475,1.935,4.912,0.122,2.633,4.564,0.739,0.675
2019-12-13,3.695,2.172,2.852,13.236,3.329,2.225,0.326,0.547,7.75,5.308,3.002,0.945,8.782,6.21,1.883,2.921,8.581,3.56,2.183,0.305,7.248,4.28,2.397,3.06,0.613,3.88,0.591,1.232,0.383,6.077,1.434,1.916,10.097,8.669,4.3,2.059,9.951,0.572,2.142,0.62,2.857,23.014,1.886,4.743,0.115,2.623,4.243,0.7,0.676
2019-12-14,3.471,2.018,2.856,12.959,3.273,1.948,0.265,0.502,7.437,4.831,2.881,0.933,8.454,5.837,1.885,1.978,8.08,2.961,1.871,0.274,6.848,3.956,2.3,2.885,0.62,3.425,0.596,1.239,0.35,5.054,1.378,1.877,8.594,7.865,4.11,1.984,8.834,0.515,1.978,0.619,2.646,22.101,1.845,4.29,0.098,2.586,4.012,0.624,0.671
2019-12-15,3.318,1.988,2.815,12.803,3.284,1.961,0.27,0.496,6.77,4.654,2.941,0.944,8.829,5.887,1.967,1.988,7.782,3.015,1.874,0.271,6.81,4.278,2.482,2.758,0.623,3.328,0.578,1.248,0.348,5.173,1.354,1.869,8.847,8.043,4.091,1.944,8.853,0.514,1.978,0.605,2.69,21.52,1.942,4.207,0.101,2.575,4.254,0.637,0.675
2019-12-16,3.496,2.143,2.722,13.834,3.589,2.238,0.312,0.539,7.698,4.664,3.013,1.005,9.223,6.218,2.062,2.092,8.322,3.613,2.112,0.309,7.455,4.279,2.594,2.92,0.655,3.535,0.596,1.281,0.385,5.989,1.484,1.942,10.232,8.583,4.372,2.101,9.798,0.571,2.032,0.623,2.583,22.744,2.084,4.578,0.123,2.725,4.489,0.674,0.708
2019-12-17,3.624,2.255,2.648,14.312,3.694,2.22,0.299,0.54,7.896,4.612,3.084,1.06,9.569,6.426,2.139,2.152,8.637,3.565,2.066,0.307,7.651,4.382,2.734,3.079,0.635,3.281,0.607,1.297,0.386,5.819,1.568,1.988,9.924,8.732,4.473,2.148,9.724,0.574,1.986,0.632,2.739,23.577,2.157,4.506,0.117,2.72,4.596,0.67,0.713
2019-12-18,3.792,2.239,2.657,14.248,3.463,2.236,0.329,0.552,7.125,5.429,3.133,1.051,10.049,6.75,2.099,2.352,8.671,3.533,2.204,0.305,8.016,4.69,2.768,3.155,0.606,3.837,0.604,1.277,0.383,6.11,1.543,1.964,10.311,9.58,4.399,2.14,10.192,0.57,2.091,0.632,3.179,23.394,2.077,4.763,0.117,2.733,4.841,0.752,0.69
2019-12-19,3.836,2.206,2.704,14.316,3.447,2.475,0.379,0.572,5.753,5.558,3.005,1.016,9.912,6.886,2.024,2.415,8.727,4.08,2.435,0.323,8.165,4.245,2.647,3.182,0.617,4.107,0.59,1.252,0.404,6.883,1.538,1.982,11.592,9.934,4.371,2.1,10.815,0.608,2.195,0.616,3.236,23.542,2.03,5.005,0.137,2.709,4.605,0.781,0.688
2019-12-20,3.718,2.199,2.696,13.788,3.45,2.421,0.348,0.556,7.004,5.346,2.901,0.964,9.226,6.512,1.969,2.994,8.654,4.014,2.28,0.318,7.715,4.029,2.524,3.094,0.598,3.912,0.591,1.231,0.398,6.592,1.521,1.948,11.178,9.267,4.322,1.993,10.354,0.6,2.153,0.622,2.969,23.243,1.994,4.809,0.132,2.575,4.311,0.716,0.687
2019-12-21,3.478,2.054,2.76,12.972,3.15,2.22,0.329,0.523,7.412,4.905,2.738,0.913,8.276,5.927,1.867,2.016,8.128,3.605,2.155,0.292,6.926,3.861,2.321,2.902,0.557,3.64,0.54,1.164,0.367,6.163,1.462,1.893,10.338,8.299,4.083,1.903,9.687,0.553,2.022,0.574,2.676,22.272,1.875,4.517,0.116,2.491,3.976,0.652,0.653
2019-12-22,3.33,1.94,2.851,12.358,2.972,2.101,0.3,0.505,7.414,4.686,2.571,0.88,7.89,5.643,1.799,1.87,7.843,3.333,2.007,0.283,6.476,3.509,2.198,2.775,0.557,3.419,0.522,1.114,0.357,5.742,1.395,1.853,9.651,7.924,4.024,1.882,9.17,0.533,1.995,0.552,2.522,21.957,1.771,4.31,0.107,2.499,3.742,0.61,0.634
2019-12-23,3.572,2.047,2.963,13.523,3.088,2.149,0.298,0.537,7.696,4.83,2.746,0.916,8.345,5.962,1.863,2.013,8.417,3.367,2.049,0.296,6.842,3.829,2.301,2.982,0.595,3.599,0.567,1.171,0.375,5.841,1.43,1.893,9.729,8.29,4.2,2.042,9.537,0.559,2.062,0.587,2.577,22.993,1.851,4.502,0.108,2.638,3.997,0.63,0.645
2019-12-24,3.609,2.048,2.889,14.263,3.162,2.201,0.301,0.546,6.699,4.648,2.796,0.962,8.553,6.077,1.841,2.033,8.578,3.503,2.076,0.304,7.265,3.79,2.278,3.035,0.601,3.376,0.581,1.185,0.384,5.933,1.43,1.939,10.019,8.451,4.233,2.185,9.751,0.569,2.012,0.598,2.564,23.147,1.907,4.516,0.117,2.779,4.115,0.64,0.656
2019-12-25,3.621,2.014,2.715,14.476,3.254,2.253,0.32,0.55,7.469,4.858,2.736,0.991,8.241,6.04,1.726,2.01,8.53,3.638,2.161,0.309,7.097,3.703,2.102,3.03,0.614,3.642,0.585,1.187,0.387,6.114,1.43,1.953,10.201,8.448,4.147,2.151,9.885,0.576,2.048,0.599,2.549,22.835,1.94,4.643,0.117,2.756,3.98,0.637,0.659
2019-12-26,3.684,1.977,2.707,14.666,3.452,2.236,0.308,0.553,7.762,5.047,2.787,1.03,7.785,5.704,1.85,1.903,8.572,3.556,2.116,0.315,6.91,3.708,2.01,3.051,0.64,3.615,0.578,1.217,0.39,5.944,1.483,1.997,9.961,8.102,4.16,2.195,9.754,0.575,2.07,0.605,2.532,22.896,2.023,4.612,0.117,2.796,3.954,0.615,0.684
2019-12-27,3.586,2.0,2.648,14.591,3.533,2.133,0.286,0.537,7.824,4.815,2.889,1.037,8.455,5.606,1.959,2.449,8.509,3.4,2.008,0.305,6.641,4.031,2.284,2.984,0.649,3.41,0.587,1.222,0.38,5.461,1.46,1.984,9.225,7.447,4.26,2.14,9.302,0.561,2.003,0.615,2.41,22.634,2.059,4.473,0.109,2.744,4.204,0.6,0.701
2019-12-28,3.367,1.867,2.535,13.836,3.375,2.007,0.248,0.506,7.606,4.389,2.68,0.998,8.214,5.624,1.707,1.735,8.019,3.124,1.797,0.278,6.823,3.707,2.071,2.813,0.623,3.113,0.553,1.134,0.353,5.292,1.474,1.945,9.011,7.525,3.934,2.004,8.82,0.525,1.888,0.565,2.201,21.772,2.038,4.113,0.102,2.631,3.986,0.559,0.686
2019-12-29,3.213,1.782,2.433,12.985,3.439,2.031,0.256,0.495,7.635,4.08,2.481,0.971,6.908,4.926,1.704,1.577,7.745,3.25,1.812,0.283,6.236,3.315,1.757,2.7,0.628,2.996,0.542,1.145,0.354,5.372,1.51,1.915,9.145,6.902,3.966,1.904,8.691,0.527,1.866,0.559,2.085,21.6,2.048,4.071,0.106,2.53,3.587,0.539,0.684
2019-12-30,3.524,2.129,2.582,13.781,3.689,2.125,0.229,0.519,7.936,4.43,2.895,1.001,8.344,5.73,1.971,1.903,8.416,3.384,1.744,0.305,6.613,3.713,2.427,2.984,0.647,3.033,0.572,1.276,0.38,5.349,1.587,1.937,9.217,7.344,4.28,2.048,9.028,0.558,1.928,0.61,2.573,23.103,2.095,4.115,0.114,2.623,3.958,0.564,0.708
2019-12-31,3.722,2.208,2.749,14.081,3.647,2.15,0.282,0.538,7.624,5.199,3.009,1.014,9.395,6.445,2.002,2.191,8.659,3.37,1.991,0.302,7.453,4.065,2.575,3.101,0.621,3.597,0.582,1.272,0.381,5.589,1.551,1.961,9.486,8.774,4.368,2.122,9.601,0.562,2.092,0.621,2.941,23.416,2.143,4.512,0.112,2.674,4.356,0.688,0.709
